208.95, -741.50, 179.32
208.56, -741.50, 179.58
208.16, -741.50, -179.75
207.84, -741.50, -179.01
207.57, -741.50, -178.48
207.18, -741.51, -177.94
206.27, -741.55, -177.54
205.02, -741.60, -177.07
203.45, -741.68, -176.81
201.49, -741.79, -176.41
199.27, -741.93, -176.14
196.73, -742.10, -175.94
193.85, -742.30, -175.67
190.72, -742.54, -175.40
187.33, -742.81, -175.27
183.68, -743.12, -175.14
179.70, -743.45, -174.94
175.59, -743.82, -174.87
171.16, -744.22, -174.74
166.53, -744.64, -174.67
161.64, -745.10, -174.60
156.69, -745.57, -174.60
151.35, -746.07, -174.60
146.00, -746.58, -174.60
140.34, -747.11, -174.54
134.67, -747.65, -174.60
128.61, -748.23, -174.67
122.55, -748.79, -174.74
116.23, -749.37, -174.80
109.90, -749.95, -174.87
103.32, -750.54, -175.07
96.67, -751.11, -175.20
90.08, -751.67, -175.27
83.49, -752.21, -175.47
76.64, -752.75, -175.54
70.31, -753.25, -175.74
64.57, -753.68, -175.87
59.74, -754.02, -176.14
55.36, -754.32, -176.47
51.51, -754.56, -177.21
47.85, -754.74, -178.41
44.71, -754.82, -179.88
41.89, -754.83, 178.45
39.80, -754.77, 176.98
37.97, -754.68, 175.64
36.60, -754.57, 174.64
35.56, -754.47, 173.97
34.58, -754.37, 173.77
33.80, -754.28, 174.04
32.82, -754.18, 174.51
31.65, -754.07, 174.91
30.15, -753.94, 175.38
28.39, -753.79, 175.71
26.37, -753.64, 176.04
24.47, -753.51, 176.38
23.23, -753.43, 176.71
22.58, -753.40, 176.98
22.05, -753.37, 177.25
21.20, -753.33, 177.45
20.03, -753.27, 177.71
18.59, -753.22, 177.98
16.89, -753.16, 178.12
14.86, -753.09, 178.32
12.96, -753.03, 178.52
11.59, -753.00, 178.58
10.74, -752.98, 178.65
10.28, -752.97, 178.58
10.02, -752.96, 178.58
10.02, -752.96, 178.58
9.89, -752.96, 178.58
9.50, -752.95, 178.45
8.78, -752.93, 178.38
7.79, -752.90, 178.32
6.49, -752.86, 178.18
4.92, -752.81, 178.05
3.61, -752.77, 177.92
2.56, -752.73, 177.78
2.30, -752.72, 177.78
1.97, -752.71, 178.12
1.52, -752.69, 178.58
1.12, -752.68, 179.39
0.66, -752.68, -179.61
0.21, -752.68, -178.21
-0.19, -752.69, -176.61
-0.71, -752.72, -174.60
-1.10, -752.76, -172.33
-1.55, -752.82, -169.86
-1.94, -752.89, -167.06
-2.32, -752.98, -164.12
-2.70, -753.09, -160.78
-3.07, -753.22, -157.31
-3.43, -753.37, -153.58
-3.79, -753.54, -149.71
-4.07, -753.71, -145.64
-4.28, -753.85, -141.37
-4.54, -754.06, -136.90
-4.73, -754.24, -132.37
-4.86, -754.38, -127.64
-4.94, -754.49, -122.70
-5.05, -754.65, -117.57
-5.11, -754.77, -112.51
-5.14, -754.83, -107.11
-5.15, -754.89, -102.25
-5.17, -754.95, -98.05
-5.19, -755.08, -94.84
-5.20, -755.28, -92.24
-5.21, -755.35, -90.30
-5.21, -755.48, -89.10
-5.20, -755.61, -88.43
-5.20, -755.93, -88.10
-5.17, -756.65, -87.90
-5.13, -757.70, -87.76
-5.08, -759.01, -87.63
-5.02, -760.58, -87.50
-4.94, -762.41, -87.36
-4.84, -764.57, -87.30
-4.72, -766.98, -87.23
-4.59, -769.67, -87.16
-4.45, -772.54, -87.16
-4.30, -775.68, -87.16
-4.13, -779.01, -87.09
-3.95, -782.54, -87.09
-3.76, -786.33, -87.09
-3.56, -790.26, -87.23
-3.36, -794.44, -87.23
-3.15, -798.69, -87.30
-2.94, -803.13, -87.30
-2.73, -807.65, -87.36
-2.51, -812.48, -87.50
-2.30, -817.26, -87.56
-2.08, -822.36, -87.70
-1.87, -827.59, -87.83
-1.67, -832.95, -87.96
-1.47, -838.45, -88.10
-1.29, -844.01, -88.30
-1.11, -849.76, -88.43
-0.95, -855.72, -88.63
-0.81, -861.67, -88.83
-0.69, -867.76, -89.03
-0.58, -874.04, -89.30
-0.50, -880.32, -89.57
-0.45, -886.80, -89.77
-0.43, -893.41, -90.10
-0.44, -899.96, -90.37
-0.48, -906.63, -90.64
-0.56, -913.57, -90.90
-0.67, -920.38, -91.17
-0.81, -927.38, -91.50
-1.00, -934.51, -91.84
-1.22, -941.57, -92.11
-1.49, -948.70, -92.44
-1.80, -956.09, -92.77
-2.13, -962.96, -93.11
-2.47, -969.17, -93.44
-2.80, -974.72, -93.78
-3.11, -979.42, -94.18
-3.41, -983.40, -94.51
-3.68, -986.86, -94.98
-3.93, -989.79, -95.45
-4.22, -992.79, -95.98
-4.51, -995.59, -96.58
-4.81, -998.13, -97.05
-5.10, -1000.53, -96.98
-5.39, -1002.87, -96.58
-5.62, -1004.88, -95.71
-5.80, -1006.64, -94.58
-5.92, -1008.21, -93.51
-6.03, -1009.91, -92.57
-6.09, -1011.34, -91.91
-6.12, -1012.13, -91.24
-6.12, -1012.33, -90.64
-6.12, -1012.06, -90.24
-6.12, -1011.61, -89.77
-6.12, -1010.56, -89.50
-6.13, -1009.38, -89.23
-6.15, -1007.75, -88.90
-6.18, -1006.17, -88.63
-6.22, -1004.80, -88.43
-6.24, -1003.88, -88.16
-6.25, -1003.62, -88.03
-6.26, -1003.49, -87.90
-6.26, -1003.36, -87.76
-6.27, -1003.10, -87.76
-6.30, -1002.38, -87.70
-6.33, -1001.66, -87.76
-6.35, -1001.14, -87.63
-6.35, -1001.01, -87.50
-6.34, -1001.20, -87.30
-6.33, -1001.53, -87.36
-6.33, -1001.46, -87.70
-6.34, -1001.27, -87.76
-6.35, -1001.01, -87.50
-6.36, -1000.88, -86.83
-6.36, -1000.75, -85.89
-6.37, -1000.68, -84.49
-6.38, -1000.55, -82.89
-6.40, -1000.42, -81.02
-6.40, -1000.42, -78.88
-6.41, -1000.36, -76.41
-6.41, -1000.36, -73.74
-6.43, -1000.29, -70.73
-6.45, -1000.23, -67.60
-6.47, -1000.17, -64.19
-6.47, -1000.17, -60.59
-6.51, -1000.11, -56.65
-6.51, -1000.11, -52.65
-6.51, -1000.11, -48.38
-6.51, -1000.11, -43.98
-6.51, -1000.11, -39.32
-6.51, -1000.11, -34.65
-6.51, -1000.11, -29.72
-6.51, -1000.11, -24.65
-6.51, -1000.11, -19.32
-6.51, -1000.11, -13.99
-6.51, -1000.11, -8.40
-6.57, -1000.10, -3.00
-6.51, -1000.11, 2.52
-6.57, -1000.11, 8.05
-6.51, -1000.10, 13.58
-6.51, -1000.10, 19.44
-6.51, -1000.10, 25.43
-6.51, -1000.10, 31.55
-6.51, -1000.10, 37.81
-6.45, -1000.06, 44.13
-6.50, -1000.11, 50.05
-6.50, -1000.11, 55.25
-6.46, -1000.05, 59.72
-6.40, -999.94, 63.45
-6.37, -999.88, 66.46
-6.34, -999.82, 68.79
-6.32, -999.76, 70.86
-6.28, -999.64, 73.13
-6.24, -999.51, 75.67
-6.22, -999.45, 78.14
-6.21, -999.38, 80.48
-6.19, -999.25, 82.62
-6.17, -999.12, 84.22
-6.16, -998.99, 85.29
-6.15, -998.86, 85.82
-6.14, -998.80, 85.89
-6.14, -998.73, 85.82
-6.15, -998.86, 85.56
-6.16, -999.06, 85.49
-6.18, -999.26, 85.82
-6.19, -999.45, 86.29
-6.19, -999.39, 86.89
-6.17, -999.12, 87.29
-6.15, -998.73, 87.69
-6.13, -998.08, 87.96
-6.10, -997.16, 88.23
-6.05, -995.85, 88.50
-6.02, -994.42, 88.63
-5.97, -992.65, 88.83
-5.93, -990.69, 88.96
-5.89, -988.46, 89.10
-5.86, -986.04, 89.16
-5.82, -983.29, 89.30
-5.78, -980.48, 89.37
-5.75, -977.40, 89.43
-5.72, -974.13, 89.43
-5.68, -970.66, 89.50
-5.65, -967.06, 89.43
-5.61, -963.26, 89.43
-5.57, -959.27, 89.37
-5.53, -955.15, 89.16
-5.46, -950.83, 89.03
-5.39, -946.44, 88.83
-5.30, -941.93, 88.63
-5.18, -937.22, 88.36
-5.05, -932.38, 88.10
-4.88, -927.34, 87.90
-4.69, -922.24, 87.63
-4.48, -917.07, 87.43
-4.24, -911.71, 87.16
-3.96, -906.09, 86.89
-3.66, -900.60, 86.63
-3.32, -894.92, 86.43
-2.96, -889.04, 86.16
-2.56, -883.16, 85.89
-2.13, -877.15, 85.62
-1.66, -871.02, 85.36
-1.16, -864.82, 85.02
-0.61, -858.56, 84.75
-0.01, -852.04, 84.49
0.60, -845.73, 84.29
1.21, -839.54, 83.95
1.90, -833.03, 83.69
2.57, -827.05, 83.42
3.19, -821.65, 83.08
3.79, -816.71, 82.82
4.34, -812.36, 82.75
4.86, -808.27, 82.95
5.36, -804.18, 83.55
5.77, -800.54, 84.49
6.12, -796.95, 85.76
6.37, -793.62, 87.29
6.51, -790.62, 89.03
6.55, -788.19, 90.70
6.53, -786.36, 92.30
6.46, -784.79, 93.64
6.37, -783.36, 94.57
6.27, -782.12, 95.04
6.16, -780.88, 95.51
6.05, -779.64, 96.11
5.91, -778.40, 96.85
5.78, -777.30, 97.85
5.63, -776.20, 98.85
5.51, -775.42, 100.05
5.37, -774.65, 100.99
5.25, -774.00, 101.52
5.14, -773.49, 101.66
5.05, -773.04, 101.32
4.98, -772.72, 100.59
4.91, -772.34, 99.65
4.85, -771.95, 98.72
4.79, -771.56, 97.92
4.71, -771.04, 97.38
4.67, -770.72, 96.91
4.66, -770.59, 96.65
4.65, -770.52, 96.45
4.66, -770.59, 96.24
4.66, -770.65, 95.78
4.66, -770.65, 94.98
4.66, -770.59, 94.11
4.64, -770.39, 93.10
4.62, -769.87, 92.04
4.59, -769.15, 91.03
4.57, -768.17, 90.03
4.57, -767.05, 88.90
4.60, -765.62, 87.96
4.66, -763.98, 86.96
4.76, -762.08, 86.09
4.88, -760.32, 85.22
4.98, -759.08, 84.35
5.07, -758.24, 83.48
5.12, -757.78, 82.88
5.13, -757.65, 82.35
5.09, -757.97, 81.88
5.05, -758.23, 81.61
5.01, -758.56, 81.81
4.94, -759.01, 82.15
4.91, -759.21, 82.88
4.91, -759.27, 83.75
4.91, -759.27, 84.69
4.91, -759.21, 85.55
4.92, -759.08, 85.82
4.92, -759.08, 85.96
4.92, -759.14, 85.76
4.92, -759.14, 85.62
4.90, -759.40, 85.89
4.87, -759.79, 86.16
4.85, -760.05, 86.82
4.84, -760.25, 87.83
4.84, -760.25, 88.76
4.85, -759.86, 89.56
4.86, -759.14, 90.30
4.85, -758.16, 90.90
4.83, -757.04, 91.37
4.80, -755.80, 91.70
4.77, -754.75, 91.97
4.75, -754.17, 92.17
4.74, -753.97, 92.37
4.74, -753.97, 92.37
4.75, -754.10, 92.50
4.75, -754.10, 92.50
4.75, -754.03, 92.57
4.73, -753.58, 92.64
4.70, -752.92, 92.64
4.66, -752.20, 92.57
4.65, -751.81, 92.57
4.64, -751.62, 92.50
4.63, -751.55, 92.44
4.64, -751.62, 92.37
4.67, -752.33, 92.44
4.68, -752.60, 92.44
4.69, -752.79, 92.64
4.67, -752.47, 92.70
4.65, -751.94, 92.70
4.61, -751.09, 92.77
4.55, -749.98, 92.70
4.49, -748.67, 92.70
4.42, -747.10, 92.70
4.33, -745.21, 92.64
4.24, -743.25, 92.64
4.13, -741.02, 92.50
4.03, -738.54, 92.37
3.92, -735.99, 92.30
3.80, -733.11, 92.17
3.69, -730.17, 91.97
3.59, -727.09, 91.77
3.48, -723.76, 91.57
3.39, -720.22, 91.30
3.31, -716.69, 91.03
3.24, -712.90, 90.77
3.19, -709.03, 90.43
3.16, -704.98, 90.16
3.14, -700.85, 89.83
3.16, -696.53, 89.43
3.20, -692.15, 89.10
3.27, -687.63, 88.76
3.38, -682.86, 88.29
3.52, -678.15, 87.89
3.70, -673.24, 87.56
3.91, -668.14, 87.16
4.17, -662.98, 86.82
4.46, -657.75, 86.42
4.80, -652.26, 86.02
5.18, -646.91, 85.62
5.60, -641.36, 85.29
6.07, -635.62, 84.89
6.55, -630.34, 84.55
7.01, -625.52, 84.15
7.45, -621.22, 83.75
7.86, -617.45, 83.62
8.27, -613.74, 83.82
8.64, -610.36, 84.35
8.96, -607.10, 85.15
9.22, -604.03, 86.42
9.40, -601.16, 87.89
9.50, -598.61, 89.56
9.51, -596.58, 90.97
9.48, -594.88, 92.30
9.43, -593.51, 93.30
9.36, -592.26, 93.90
9.28, -591.09, 94.04
9.19, -589.91, 94.04
9.10, -588.54, 93.97
8.97, -586.78, 93.90
8.85, -584.95, 93.77
8.71, -582.80, 93.70
8.56, -580.51, 93.64
8.40, -578.03, 93.50
8.24, -575.35, 93.44
8.06, -572.41, 93.37
7.88, -569.34, 93.17
7.70, -566.14, 93.10
7.51, -562.61, 92.97
7.33, -559.08, 92.84
7.14, -555.29, 92.70
